,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
AUG,-0.46462262,0.12722874,,,2.0,0.333614,,7.0,0.387,,8.0,1.1,5.208,1536883200,,,,1198995,0.0,80.242,,96209864,CAD,,64362934,-0.05,-22.0,-29318294,22.0,,,0.0,-105000,0.26883,0.11879,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,3950293,1577750400,5,1479386,0.0,8.0,,2,2.8423774,,0.0,0.0,4.361,buy,1.6,0.01274,0.07516,,,,Basic Materials,6.0,85938400,0.0092,843675,1534291200,886227,,15.38,4.68,2.44,3.4,3.14,,,4409595,0.051,0,,0.049,,
AXU,-0.31125832,0.12722874,,,2.0,0.011176,,8.0,0.831,,9.0,1.03,3.508,1536883200,,,,-3783411,-0.39938,-25.13,10.036,95075880,CAD,,102671316,-0.02,-51.5,-8878953,79.0,,,0.18338,2277000,,,Waste Management,,,1514678400,,,,1,86400,,,1530316800,-6837654,1577750400,4,-4057038,-0.52023,8.0,,2,1.2394705,,-0.72179,-0.72179,3.279,buy,1.8,-0.03156,-0.08144,0.416,0.095,,Industrials,3.0,101643000,0.0107,1153243,1534291200,1137843,,6.11,2.98,1.74,2.28,2.2,,,17242976,0.16,0,9473188,-0.07,,
BGSF,0.4837209,0.12722874,,,1.0,-0.608208,,10.0,5.958,,8.0,24.56,1.963,1536883200,45.848,1.16,1.263,25447688,0.08936,10.836,0.968,275749728,USD,,8642262,1.84,13.347826,10181566,349.0,,,0.25987,68401998,0.15010001,0.32744998,Staffing & Outsourcing Services,,,1514678400,,,,1,86400,,,1530403200,9897532,1577750400,2,15385240,0.07023,10.0,0.75,2,4.1221886,,0.03475,0.03475,1.88,buy,2.0,0.11703,0.19564,0.032,32.073,,Industrials,7.0,10089000,0.0156,157497,1534291200,106923,0.0184,1.01,30.5,29.0,29.75,29.75,,,,,27559604,284783424,1.077,,
BPMX,-0.39966446,0.12722874,,,,-2.325819,,,0.043,,,0.185,3.675,1536883200,,,,-16150000,0.0,-1.501,336.623,24236840,USD,,163066708,-0.09,-2.0555556,-9108750,27.0,,,-2.41667,-177000,0.03059,0.2163,Biotechnology,,,1517356800,,,,1,86400,,,1525046400,-15645000,1580428800,2,-14965000,-225.08331,,,3,4.3023257,,0.0,0.0,3.562,buy,2.0,-1.08375,-2.94356,-0.053,0.001,,Healthcare,,191524000,0.044499997,8523209,1534291200,11991340,0.05,1.54,1.5,0.6,1.05,1.05,,,10926000,0.057,0,72000,-0.137,,
BRG,-0.16344458,0.12722874,,,2.0,0.297844,,9.0,5.187,,1.0,9.31,5.742,1536883200,175.195,,,44289000,0.27103,42.238,11.448,1870667136,USD,,23578004,-1.82,-5.1153846,-98977872,,,,0.59597,66422000,0.00369,0.50715,REIT - Residential,,,1514678400,,,,1,86400,,,1530316800,-78240000,1577750400,9,54819000,-0.10215,9.0,-0.56,2,1.7948719,,-0.25506002,-0.25506002,1.033,buy,1.9,-0.00636,-0.09076,0.522,6.595,,Real Estate,10.0,23665200,0.0672,1595944,1534291200,1840022,0.0677,16.38,14.0,9.0,11.22,11.0,,,25411000,1.07,1144007936,163410000,-3.157,,
BTG,-0.13620067,0.12722874,,,2.0,1.248976,,6.0,1.663,,9.0,2.43,0.776,1536883200,34.893,0.068,-0.011,450334016,0.47047,6.438,3.029,2899225600,USD,,966123578,0.21,11.571429,-51526248,3109.0,,,0.54169,310753000,0.00603,0.0,Gold,,,1514678400,,,,1,86400,,,1530316800,118610000,1577750400,1,300864992,0.20739001,7.0,3.22,2,1.4612148,,0.123909995,0.123909995,0.302,strong_buy,1.5,0.04849,0.07952,0.733,0.975,,Basic Materials,6.0,985860992,0.0135,13335065,1534291200,11190403,,5.22,3.5,3.5,3.5,3.5,,,106952000,0.108,577836032,957193024,0.102,,
BTX,-0.22743678,0.12722874,,,2.0,3.414216,,7.0,0.796,,7.0,1.92,5.904,1536883200,1.313,,,-36085000,0.0,-7.14,43.421,257658672,USD,,89083109,-0.27,-7.1111107,-20083624,92.0,,,0.94589996,3290000,0.06468,0.43622002,Biotechnology,,,1514678400,878256000,3/1,,1,86400,,,1530316800,-125376000,1577750400,4,-31094000,-6.65656,5.0,,2,2.4120603,,0.0,0.0,5.635,buy,1.8,-0.16157,-0.8937,5.685,0.048,,Healthcare,3.0,126877000,0.107700005,13666548,1534291200,13086517,0.1541,36.76,8.0,6.0,6.75,6.5,,,29155000,0.23,1376000,5934000,-1.015,,
BVX,0.78742516,0.12722874,,,,-2.136348,,,0.655,,,5.76,3.564,1536883200,12.58,,,-1118000,-0.02656,-184.675,4.906,206466736,USD,,25207068,-0.49,-11.755102,47750,211.0,,,0.51704,19761000,0.11632,0.3679,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,-3276000,1577750400,4,-1491000,-0.04346,,-1.18,2,8.793894,,-0.07784,-0.07784,2.159,buy,1.8,-0.036170002,-0.14513,0.171,1.298,,Healthcare,,33203500,0.001,32368,1534291200,42658,0.001,0.13,11.0,8.0,8.88,8.25,,,7875000,0.239,2714000,42086000,-0.107,,
CANF,-0.23030305,0.12722874,,,,2.745208,,,0.328,,,1.26,4.231,1536883200,,,,-7053000,0.0,-2.775,12.586,19571200,USD,,19644644,-0.24,-5.25,-3514816,7.0,,,1.0,789000,0.0,0.06369,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-5842000,1577750400,1,-5381000,-4.54469,,,4,3.8414633,,0.0,0.0,4.231,buy,2.0,-0.41534,-1.11357,3.517,0.092,,Healthcare,,34420000,0.0152,311610,1534291200,332637,,5.19,8.0,8.0,8.0,8.0,,,5840000,0.294,0,1555000,-0.346,,
CDOR,0.10246301,0.12722874,,,,4.628706,,,8.404,,,11.17,1.525,1536883200,126.041,-0.373,-0.414,15959000,0.24291,17.47,4.244,278801728,USD,,5335781,0.13,85.92308,14743000,14.0,,,0.34981,17259000,0.56284,0.58961,REIT - Hotel & Motel,,,1514678400,,,,1,86400,,,1530316800,3248000,1577750400,5,11590000,0.10925999,,3.26,2,1.329129,,0.060549997,0.060549997,0.719,buy,1.8,0.01877,0.03562,0.254,5.621,,Real Estate,,11884500,0.0022,26666,1534291200,35024,0.0046,3.06,13.0,11.0,12.3,12.5,,,6629000,0.558,140350000,65699000,0.274,,
CPHI,0.7647059,0.12913334,,,,3.214853,,,0.941,,,0.2751,1.346,1536883200,28.993,,,-167757,-0.012159999,-117.712,1.431,19747026,USD,,21937949,,,4433315,276.0,,,0.19823,2468550,0.4966,0.060489997,Drug Manufacturers - Major,,,1514678400,1060905600,1000/21804,,1,86400,,,1530316800,-17324286,1577750400,1,1739193,-0.2569,,,4,0.29234856,,-1.25544,-1.25544,0.462,buy,2.0,-0.03272,-0.35294998,0.088,0.317,,Healthcare,,43579600,0.0044,192135,1534291200,177388,0.007900001,1.7,3.0,3.0,3.0,3.0,,,1935527,0.044,11894585,13799326,-0.398,,
CQH,0.2627592,0.12913334,,,,1.211245,,,0.002,,,32.2,1.819,1535673600,,26.92,26.919,,0.0,,19.852,7196273152,USD,,18742213,2.48,12.983871,224687744,,,,1.0,120797000,0.91911006,0.07961,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,357310016,1577750400,4,-5799000,0.99347,,0.08,2,16100.0,,0.9857,0.9857,0.914,buy,2.0,296.3512,1306.435,24.945,1.564,,Energy,,231700000,0.0008,184913,1532995200,185211,0.0099,1.75,32.0,28.5,29.63,29.0,,,329000,0.001,0,362494016,1.542,,
CRHM,0.38461542,0.12913334,,,2.0,0.499483,,7.0,0.977,,7.0,3.4,2.259,1536883200,50.432,,,49730096,0.45233002,7.563,3.421,376099360,USD,,65722595,0.06,56.666668,38360284,18.0,,,0.2583,28250438,,,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,8240448,1577750400,3,41006344,0.20091,5.0,,2,3.480041,,0.07495,0.07495,2.147,buy,2.3,0.07501,0.14003,0.306,1.499,,Healthcare,1.0,72673600,0.00029999999,23432,1534291200,26701,,0.32,4.0,3.0,3.4,3.2,,,4469617,0.062,64390784,109941440,0.11,,
CRMD,1.1617646,0.12913334,,,5.0,5.04227,,10.0,-0.076,,9.0,1.5,0.463,1536883200,,,,-36985528,0.0,-2.857,573.235,105681552,USD,,81369333,-0.14,-10.714286,-13896204,14.0,,,0.64429003,214363,0.039389998,0.123500004,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-39008888,1577750400,1,-25467052,-200.93011,9.0,,2,,,0.0,0.0,0.379,buy,2.0,-1.70978,-8.77812,-0.945,0.003,,Healthcare,1.0,84910096,0.0832,8141027,1534291200,8668893,0.1042,2.78,3.0,3.0,3.0,3.0,,,4701978,0.055,0,184360,-0.548,,
CTEK,0.24374998,0.12913334,,,,0.691232,,,1.814,,,3.95,1.382,1536883200,135.008,0.272,0.633,7034194,0.10062,8.337,0.839,58644428,USD,,6949291,0.56,7.0535717,1106356,302.0,,,0.29453,20899588,0.21696,0.2141,Business Services,,,1514678400,1484265600,1/3,,1,86400,,,1530316800,-1109032,1577750400,4,5226150,0.06745,,0.49,2,2.1775084,,-0.015859999,-0.015859999,1.181,buy,2.0,0.056750003,-0.06415,0.008,7.312,,Industrials,,9616130,0.0015,14618,1534291200,29043,0.0018000001,0.52,9.0,6.6,7.46,7.13,,,5001649,0.52,23546804,69905600,-0.12,,
CTO,0.035033464,0.12913334,,,1.0,0.639386,,1.0,37.273,,5.0,61.19,10.236,1536883200,85.481,2.879,2.85,37978088,0.55404997,13.2,7.313,501292832,USD,,3810662,9.33,6.5584135,53359632,14.0,,,0.72693,60959314,0.09175,0.76808,Real Estate - General,,,1514678400,,,,1,86400,,,1530316800,50369332,1577750400,1,26513152,0.37680998,2.0,,2,1.641671,,0.73483,0.73483,3.037,buy,2.0,0.035380002,0.27481002,-0.394,12.416,,Real Estate,4.0,5553600,0.0364,202288,1534291200,200558,0.0525,20.34,82.0,82.0,82.0,82.0,,,5225091,0.941,177133600,68546008,9.051,,
CVRS,-0.07692301,0.12913334,,,,0.818752,,,0.014,,,1.25,6.694,1536883200,48.694,,,-34529000,0.0,-6.807,24.069,235038432,USD,,108424931,-0.17,-7.352941,-21537750,106.0,,,0.05243,385000,0.25778,0.4641,Medical Devices,,,1514678400,,,,1,86400,,,1530316800,-41897000,1577750400,3,-35249000,-3.60625,,,2,89.28571,,0.0,0.0,6.086,buy,2.0,-0.53782004,-1.2767501,-0.263,0.052,,Healthcare,,188963008,0.074200004,14018462,1534291200,14503763,0.1538,20.9,2.25,1.0,1.65,1.7,,,34315000,0.182,11708000,9765000,-0.222,,
CVU,0.02285707,0.12913334,,,,-0.508834,,,8.653,,,8.86,2.843,1536883200,46.451,0.615,0.642,10815758,0.13036,10.677,1.392,115475064,USD,,8029979,0.86,10.302325,-4271383,230.0,,,0.22971001,18645916,0.04739,0.61202997,Aerospace & Defense,,,1514678400,930096000,1/3,,1,86400,,,1530316800,6266676,1577750400,3,-895738,0.12255,,1.93,2,1.0239223,,0.07553,0.07553,2.782,buy,1.7,0.05197,0.08487,0.211,9.339,,Industrials,,8953140,0.0046,41177,1534291200,40816,0.0052,2.83,12.0,11.0,11.67,12.0,,,1032098,0.115,35928928,82971360,0.699,,
DLA,-0.15119618,0.12913334,,,1.0,0.475291,,3.0,21.115,,7.0,17.48,3.12,1536883200,77.703,0.088,0.018,25559000,0.06489,9.467,0.614,241962432,USD,,5752824,1.6,10.924999,18712124,7700.0,,,0.19635001,78522000,0.18747,0.70481,Apparel Manufacturing,,,1506729600,1117584000,2/1,,1,86400,,,1530316800,328000,1569801600,1,18809000,0.04,4.0,0.85,2,0.8278475,,0.00083,0.00083,0.831,buy,2.0,0.02912,0.00214,0.076,54.394,,Consumer Cyclical,3.0,7080140,0.0154,109286,1534291200,100053,0.0166,6.33,24.0,24.0,24.0,24.0,,,393000,0.056,116329000,393855008,0.036,,
DNN,0.5376743,0.12913334,,,,1.007318,,,0.293,,,0.6069,3.983,1536883200,,,,-15531653,-1.42698,-22.512,32.125,349651744,CAD,,497494117,-0.02,-30.345,-11483867,68.0,,,-0.029289998,469000,0.95116997,0.0,Industrial Metals & Minerals,,,1514678400,1481068800,1/1,,1,86400,,,1530316800,-15850512,1577750400,3,-16687895,-1.83493,,,4,2.0713308,,-1.4561099,-1.4561099,3.573,buy,2.3,-0.05144,-0.09227,0.015,0.019,,Basic Materials,,559182976,0.0137,7344782,1534291200,7633374,,10.73,1.42,0.71,1.08,1.1,,,22205086,0.04,0,10884244,-0.028,,
DXR,0.13939393,0.12913334,,,,-1.948387,,,3.517,,,5.09,1.01,1536883200,33.272,,,,0.0,,53.696,27107882,USD,,787394,,,2285004,,,,1.0,,0.78883004,0.013660001,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,-1283548,1577750400,1,41397,0.64165,,,2,1.4472562,,-2.5425,-2.5425,0.504,none,,0.010570001,-0.09236,-0.169,0.135,,Healthcare,,3728720,0.052800003,196829,1534291200,199743,0.2489,15.22,30.0,30.0,30.0,30.0,,,,,4362697,504836,-0.344,,
EMAN,-0.3023256,0.12913334,,,,-0.722834,,,0.445,,,1.49,2.098,1536883200,,,,-9025000,-0.36635,-6.988,2.56,63063924,USD,,28411080,-0.07,-21.285715,-256125,102.0,,,0.16816999,5124000,0.091120005,0.40212002,Semiconductor Equipment & Materials,,,1514678400,1162512000,1/10,,1,86400,,,1530316800,-10660000,1577750400,2,-7381000,-0.44169,,-0.38,2,3.3483148,,-0.43272,-0.43272,1.27,buy,2.0,-0.23065001,-0.50201,0.343,0.626,,Technology,,45111300,0.0216,976383,1534291200,1130521,0.038,13.28,4.0,4.0,4.0,4.0,,,8663000,0.192,0,24635000,-0.271,,
ENSV,0.39963174,0.12913334,,,,1.963956,,,0.166,,,0.755,2.638,1536883200,264.894,,,5052000,0.10148,12.862,1.305,64978096,USD,,29319729,0.05,15.099999,698063,249.0,,,0.19760999,7148000,0.15523,0.38805,Oil & Gas Equipment & Services,,,1514678400,,,,1,86400,,,1530316800,-5657000,1577750400,2,518000,-0.02754,,-0.56,3,4.548193,,-0.11363,-0.11363,2.176,buy,2.0,-0.023039998,-0.52849,0.237,0.972,,Energy,,54361200,0.0044,239700,1534291200,160701,0.0058999998,1.45,1.5,1.5,1.5,1.5,,,235000,0.004,23904000,49784000,-0.11,,
EPM,0.6876712,0.12913334,,,2.0,1.256585,,7.0,2.351,,3.0,11.55,7.256,1536883200,,2.015,2.02,22513928,0.54538,14.958,8.158,336761888,USD,,27785487,0.55,21.0,11622648,4.0,,,0.70462,29087710,0.08221,0.74893,Oil & Gas E&P,,,1530316800,1075939200,1/40,,1,86400,,,1530316800,19618484,1593475200,4,20536576,0.39756,2.0,,2,4.912803,,0.47524,0.47524,6.517,hold,2.8,0.11276,0.26919,0.293,1.246,,Energy,1.0,32881100,0.0093,308422,1534291200,323384,0.0123000005,2.15,12.0,8.5,10.5,10.75,,,24929844,0.758,0,41281212,0.59,,
ESNC,-0.49285716,0.12913334,,,,-0.490311,,,0.09,,,0.235,2.3,1536883200,5.738,,,-12341041,-1.03425,-1.272,1.316,15700607,USD,,45103059,-0.11,-2.1363637,-5618723,64.0,,,-0.17433001,-2080118,0.36521,0.065960005,Diversified Industrials,,,1530316800,1383177600,1/5,,1,86400,,,1530316800,-13315825,1593475200,3,-10162312,-1.0583999,,-0.06,3,2.611111,,-1.08696,-1.08696,1.459,buy,2.0,-0.49187002,-1.12488,-0.459,0.213,,Industrials,,68014400,0.0505,2862471,1534291200,2486661,0.080699995,7.89,1.5,0.85,1.12,1.0,,,2984532,0.044,331827,11932328,-0.238,,
EVBN,0.09637427,0.12913334,,,1.0,0.402671,,1.0,25.689,,3.0,46.86,,1536883200,,0.426,0.448,,0.0,,4.215,233232736,USD,,4094446,3.66,12.803279,,271.0,,,0.0,51439000,0.04165,0.56568,Banks - Regional - US,,,1514678400,1131580800,105/100,,1,86400,,,1530316800,11825000,1577750400,2,17902000,0.32312,3.0,,2,1.8241272,,0.21370001,0.21370001,,buy,2.5,0.00935,0.098900005,0.249,11.556,,Financial Services,7.0,4821380,0.003,14349,1534291200,12420,0.0031,4.36,54.0,50.0,52.0,52.0,,,16765000,3.485,25348000,55335000,2.403,,
FSI,-0.12921351,0.12913334,,,,-0.534481,,,1.508,,,1.46,6.793,1536883200,2.859,8.0,6.806,1581634,0.10948,4.538,0.497,7177274,USD,,7078272,0.09,16.222221,2627985,25.0,,,0.38167,5934152,0.38884997,0.09093001,Specialty Chemicals,,,1514678400,,,,1,86400,,,1530316800,1068021,1577750400,1,2723069,0.090679996,,,4,0.96816975,,0.07393,0.07393,5.034,underperform,4.0,0.04239,0.06312,-0.124,1.249,,Basic Materials,,11631000,0.0037,42784,1534291200,50605,0.006,1.86,1.25,1.25,1.25,1.25,,,10305465,0.886,501492,14446976,0.092,,
FSP,-0.25262153,0.12913334,,,2.0,0.93469,,9.0,7.949,,4.0,7.64,0.472,1536883200,124.636,,,134376992,0.50049996,13.647,6.831,1833903360,USD,,102915101,-0.01,-764.0,129170496,39.0,,,0.56781,154450000,0.03642,0.85660005,REIT - Office,,,1514678400,,,,1,86400,,,1530316800,-939000,1577750400,5,89551000,0.15163,7.0,,2,0.96112716,,-0.0034999999,-0.0034999999,0.435,hold,2.8,0.01265,-0.00107,-0.026,2.504,,Real Estate,8.0,107231000,0.020399999,2182422,1534291200,2171381,0.0349,8.25,10.0,8.0,8.7,8.5,,,31644000,0.295,1062385984,268483008,-0.009,,
GDP,0.5185567,0.12913334,,,2.0,,,9.0,4.518,,9.0,14.67,0.393,1536883200,94.252,,,15373000,0.29202,13.772,4.022,211718384,USD,,8372549,2.36,6.216102,-37475248,48.0,,,0.68694997,26523000,0.059070002,0.0,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-9042000,1577750400,9,14833000,-0.00735,9.0,-16.37,2,3.247012,,-0.17176001,-0.17176001,0.301,buy,1.9,-0.00168,-0.16625,0.457,4.787,,Energy,7.0,11838400,0.021300001,251731,1534291200,217990,0.0537,9.64,23.0,11.0,17.93,18.0,,,1729000,0.147,50080000,52644000,-0.822,,
GPL,-0.3572656,0.12913334,,,2.0,1.129631,,3.0,0.47,,6.0,0.8488,6.028,1536883200,,,,1611000,0.0231,48.805,1.127,78625320,USD,,167178715,0.03,28.293335,-992000,407.0,,,0.29157,21567000,,,Silver,,,1514678400,,,,1,86400,,,1530316800,-5445000,1577750400,2,6916000,-0.06296,6.0,,4,1.8059574,,-0.07808,-0.07808,5.157,buy,2.3,-0.022869999,-0.06713,0.086,0.414,,Basic Materials,9.0,169022000,0.0047,696438,1534291200,411430,,2.07,2.25,2.0,2.13,2.13,,,59762000,0.354,0,69740000,-0.032,,
